date,neighborhood,population,median_income,unemployment_rate,poverty_rate,renters_pct,foreclosure_rate,tax_delinquency_rate,crime_rate_per_1k,permits_count,permits_valuation_total,code_violations,vacancy_rate,pm25_aqi,311_requests,tree_canopy_pct,median_home_value
2019-03,Sunset,78551,116729.0,4.8,8.9,42.5,0.47,1.4,4.4,74,8125099,88,4.2,38,2794,22.3,1454020
2019-04,Sunset,78572,116857.0,5.1,8.5,42.3,0.46,1.6,6.2,83,8909175,68,4.1,35,2818,22.4,1448802
2019-05,Sunset,78414,118899.0,5.5,7.5,43.1,0.62,1.7,4.3,86,9397751,88,4.6,33,2777,22.3,1495922
2019-06,Sunset,78421,119891.0,5.1,9.1,42.6,0.55,1.3,4.4,100,11002271,77,4.0,30,2683,22.4,1489870
2019-07,Sunset,78413,116768.0,4.6,7.6,41.9,0.76,1.3,4.3,94,10201193,82,3.7,37,2879,22.2,1453812
2019-08,Sunset,78457,117690.0,5.3,7.9,43.4,0.68,1.4,4.3,88,9521959,75,4.1,67,2798,22.2,1471181
2019-09,Sunset,78468,118778.0,5.8,7.6,42.6,0.71,1.9,3.3,72,7932996,85,4.0,61,2664,22.5,1497780
2019-10,Sunset,78462,121094.0,5.0,8.1,43.3,0.48,1.3,3.3,60,6653610,70,3.9,45,2787,22.4,1533461
2019-11,Sunset,78385,120312.0,5.3,8.9,42.5,0.67,1.5,4.1,48,5277688,106,4.3,32,2724,22.3,1525998
2019-12,Sunset,78482,118828.0,5.2,9.0,42.6,0.45,1.4,3.4,39,4225778,78,3.7,29,3322,22.1,1528329
2020-01,Sunset,78530,119266.0,5.2,7.6,43.1,0.75,1.4,3.9,46,4909455,79,4.1,27,3341,22.4,1516201
2020-02,Sunset,78479,118783.0,5.0,7.6,42.8,0.35,1.6,4.4,54,5646838,79,4.0,24,3324,22.6,1521145
2020-03,Sunset,78431,118435.0,9.1,8.1,42.5,0.51,1.5,4.9,73,7968068,81,3.9,35,2758,22.4,1513950
2020-04,Sunset,78453,118862.0,9.3,8.2,42.6,0.51,1.6,3.6,92,9892889,87,4.2,26,2812,22.5,1500359
2020-05,Sunset,78504,117937.0,8.9,9.0,42.0,0.44,1.4,5.0,84,9048220,98,4.6,29,2730,22.6,1530109
2020-06,Sunset,78514,119820.0,9.2,8.1,42.5,0.71,1.6,3.2,104,11461973,90,4.5,24,2791,22.3,1526328
2020-07,Sunset,78498,123341.0,8.6,8.2,42.6,0.57,1.4,2.7,96,10644678,61,4.4,34,2795,22.4,1601701
2020-08,Sunset,78493,121936.0,9.1,8.8,42.5,0.58,1.1,3.2,80,8813629,75,3.7,86,2858,22.6,1564341
2020-09,Sunset,78486,119943.0,9.0,7.7,42.9,0.52,1.6,3.1,81,8759726,96,4.4,40,2842,22.4,1552180
2020-10,Sunset,78442,120714.0,9.8,8.2,42.7,0.48,1.2,3.2,49,5365977,83,4.1,52,2810,22.5,1575372
2020-11,Sunset,78435,121353.0,9.5,8.6,41.6,0.6,1.0,2.8,55,5992431,75,4.3,22,2758,22.5,1573694
2020-12,Sunset,78473,122580.0,9.3,8.3,42.1,0.6,1.4,3.3,40,4433339,73,4.0,25,3294,22.4,1601756
2021-01,Sunset,78525,121609.0,6.3,8.4,42.5,0.31,1.4,4.8,46,4888369,85,4.7,28,3315,22.4,1593805
2021-02,Sunset,78546,120988.0,6.4,8.4,42.2,0.43,1.6,5.5,50,5606715,82,4.1,30,3345,22.5,1585412
2021-03,Sunset,78431,122038.0,6.2,8.7,42.6,0.31,1.9,5.6,77,8533293,88,4.3,36,2843,22.5,1600233
2021-04,Sunset,78459,122970.0,6.5,8.0,42.8,0.54,1.2,5.1,84,9395506,78,4.5,32,2793,22.3,1606229
2021-05,Sunset,78503,120705.0,6.5,8.0,43.9,0.62,1.4,5.4,99,11095193,67,3.5,26,2821,22.4,1603819
2021-06,Sunset,78430,120728.0,6.4,7.7,41.3,0.41,1.6,5.0,96,10578990,79,3.6,26,2816,22.4,1598795
2021-07,Sunset,78441,123063.0,5.5,8.2,43.0,0.24,1.3,4.8,101,11219837,76,3.5,30,2892,22.4,1631420
2021-08,Sunset,78507,123440.0,5.9,8.5,42.4,0.39,1.2,4.8,88,9776081,93,3.9,43,2754,22.2,1645138
2021-09,Sunset,78401,122431.0,5.6,8.0,42.2,0.36,1.2,3.2,73,8063662,86,3.8,57,2854,22.5,1626621
2021-10,Sunset,78506,123620.0,6.2,7.9,42.2,0.41,1.2,3.2,50,5430464,71,4.1,41,2818,22.4,1630553
2021-11,Sunset,78527,124879.0,5.9,8.3,41.9,0.4,1.1,2.9,44,4934976,79,3.7,28,2807,22.4,1672697
2021-12,Sunset,78461,125442.0,5.8,8.3,42.9,0.44,1.4,3.9,48,5268319,73,3.9,36,3368,22.3,1679009
2022-01,Sunset,78465,123770.0,5.5,7.4,43.1,0.47,1.6,4.4,45,4891507,78,4.2,36,3294,22.4,1661954
2022-02,Sunset,78427,125280.0,5.0,8.0,42.1,0.31,1.4,5.0,55,6122365,86,4.5,30,3397,22.3,1689174
2022-03,Sunset,78442,123402.0,5.0,8.6,42.8,0.42,1.1,5.3,72,8060011,65,3.8,29,2817,22.2,1664072
2022-04,Sunset,78505,125938.0,5.4,8.3,41.9,0.2,1.3,6.0,93,10577180,87,4.2,27,2786,22.6,1694355
2022-05,Sunset,78580,124970.0,5.6,7.3,42.6,0.32,1.1,5.5,101,11276499,68,4.0,29,2822,22.5,1693785
2022-06,Sunset,78592,125727.0,5.1,7.2,42.2,0.36,1.6,5.3,94,10626403,90,4.5,34,2833,22.4,1712368
2022-07,Sunset,78563,124374.0,5.1,7.6,42.5,0.52,1.3,3.4,94,10636947,88,4.2,28,2730,22.5,1685438
2022-08,Sunset,78611,126489.0,5.0,7.7,42.3,0.37,1.6,4.3,82,9475102,84,4.3,45,2814,22.4,1707548
2022-09,Sunset,78603,127421.0,5.1,7.5,42.5,0.4,1.5,3.9,75,8673024,89,3.7,75,2878,22.7,1731823
2022-10,Sunset,78515,124254.0,5.3,7.7,43.3,0.31,1.1,3.5,47,5345072,62,4.1,23,2777,22.6,1707010
2022-11,Sunset,78461,126517.0,5.2,8.2,41.6,0.45,0.9,3.5,44,5046710,83,3.6,25,2801,22.4,1732507
2022-12,Sunset,78481,127451.0,5.0,7.9,43.4,0.25,1.0,4.5,40,4517186,75,4.0,37,3390,22.5,1740729
2023-01,Sunset,78448,124128.0,4.9,8.5,42.6,0.37,1.4,4.3,47,5343607,67,4.1,34,3328,22.5,1741089
2023-02,Sunset,78501,127574.0,5.0,8.1,42.5,0.41,1.2,5.2,65,7441033,93,4.0,33,3365,22.3,1767579
2023-03,Sunset,78458,126741.0,5.2,8.1,41.7,0.5,1.5,5.1,64,7241236,79,4.1,28,2690,22.4,1753315
2023-04,Sunset,78540,126890.0,5.7,7.0,43.0,0.37,1.6,5.6,92,10398223,72,4.5,29,2805,22.5,1751993
2023-05,Sunset,78539,127206.0,5.1,8.0,41.5,0.31,1.7,5.9,97,11043823,80,4.5,28,2805,22.5,1762688
2023-06,Sunset,78588,126481.0,5.7,7.8,42.2,0.2,1.3,4.6,97,10970588,93,4.1,31,2740,22.3,1782215
2023-07,Sunset,78474,129876.0,5.1,7.9,42.8,0.52,1.4,4.4,98,11297713,92,4.1,33,2873,22.4,1818541
2023-08,Sunset,78435,125805.0,5.3,7.9,42.0,0.42,1.4,4.7,86,9634906,93,4.0,62,2766,22.3,1763201
2023-09,Sunset,78513,129131.0,5.1,7.0,42.1,0.47,1.3,3.7,77,8750354,68,4.0,47,2744,22.4,1817821
2023-10,Sunset,78513,129168.0,5.7,7.7,42.4,0.34,1.2,3.4,56,6452645,107,3.8,48,2789,22.4,1819875
2023-11,Sunset,78578,126651.0,4.5,7.7,42.8,0.24,0.8,4.1,48,5330607,73,3.8,30,2764,22.4,1757157
2023-12,Sunset,78472,128162.0,5.1,7.6,42.7,0.21,1.4,4.4,52,5884025,86,3.5,20,3392,22.4,1822574
2024-01,Sunset,78447,130025.0,5.7,8.1,42.4,0.39,1.1,5.3,44,5110999,67,3.7,37,3331,22.5,1840308
2024-02,Sunset,78424,130615.0,5.0,8.2,42.3,0.24,1.4,6.2,61,7028008,94,4.1,31,3293,22.4,1863790
2024-03,Sunset,78475,131352.0,5.2,7.4,42.8,0.36,1.6,5.3,73,8493690,86,3.5,24,2838,22.4,1862404
2024-04,Sunset,78450,129066.0,4.6,7.8,42.0,0.3,1.4,5.7,98,11073043,95,4.3,26,2801,22.4,1840943
2024-05,Sunset,78594,130963.0,5.3,7.7,41.6,0.37,1.6,4.7,93,10752413,73,3.8,27,2727,22.3,1877026
2024-06,Sunset,78454,128979.0,5.0,8.2,42.2,0.35,1.4,4.2,104,11945248,79,4.4,24,2847,22.4,1842235
2024-07,Sunset,78519,130682.0,5.5,7.3,41.9,0.5,1.3,5.1,107,12301313,90,3.7,33,2803,22.4,1867380
2024-08,Sunset,78438,131513.0,4.6,7.7,42.8,0.41,1.8,4.7,85,9842018,83,3.6,40,2762,22.2,1890238
2024-09,Sunset,78510,129557.0,5.3,8.2,42.4,0.36,1.5,4.2,74,8411142,86,4.4,46,2897,22.3,1865942
2024-10,Sunset,78489,131667.0,4.7,7.6,41.8,0.41,1.6,4.0,47,5648373,86,3.8,57,2801,22.3,1901872
2024-11,Sunset,78493,131260.0,5.0,7.1,42.4,0.45,1.5,4.2,49,5612600,91,3.6,25,2744,22.5,1907465
2024-12,Sunset,78549,132951.0,4.9,8.0,42.2,0.48,1.4,4.0,47,5561959,76,4.0,24,3228,22.4,1932504
2025-01,Sunset,78539,130151.0,5.1,6.7,43.0,0.28,1.7,5.1,43,4834969,87,3.8,30,3328,22.2,1867521
2025-02,Sunset,78538,131761.0,5.0,8.2,42.9,0.36,1.3,5.3,52,6048108,89,4.3,20,3314,22.3,1918231
2025-03,Sunset,78551,134021.0,5.0,7.5,42.9,0.42,1.7,5.6,68,7823387,68,4.2,35,2886,22.5,1965433
2025-04,Sunset,78499,131590.0,5.4,8.0,42.4,0.43,1.5,6.2,95,11054965,92,4.2,27,2830,22.3,1932936
2025-05,Sunset,78469,133249.0,4.9,8.1,42.3,0.23,1.5,5.1,104,12129064,87,3.8,27,2768,22.5,1967337
2025-06,Sunset,78489,134263.0,4.5,7.2,41.8,0.26,1.1,5.3,103,12102505,90,4.1,33,2788,22.3,1980098
2025-07,Sunset,78501,132468.0,5.1,7.3,42.1,0.43,1.5,4.2,97,11382119,88,4.7,35,2849,22.3,1954735
2025-08,Sunset,78529,133077.0,5.2,8.2,42.6,0.3,1.5,3.8,90,10458119,81,4.3,39,2890,22.2,1954137
2025-09,Sunset,78551,134437.0,5.1,7.7,42.5,0.37,1.7,4.2,79,9163639,82,4.0,39,2812,22.3,1990808
2025-10,Sunset,78479,135789.0,4.9,7.9,42.7,0.33,1.6,3.1,67,7900361,77,4.0,67,2762,22.3,2006018
2025-11,Sunset,78475,136116.0,5.0,8.2,42.4,0.29,1.4,4.2,48,5786107,93,4.3,27,2737,22.3,2019192
2025-12,Sunset,78562,132343.0,5.2,7.8,42.2,0.52,1.5,4.8,43,5089121,99,4.4,24,3341,22.4,1970112
2018-01,Richmond,59268,107161.0,5.4,8.2,49.2,0.56,1.5,4.9,48,4688115,86,4.1,27,2726,19.7,1293651
2018-02,Richmond,59252,109443.0,5.1,8.8,49.0,0.66,1.2,5.3,55,5843464,80,3.3,32,2578,19.6,1288338
2018-03,Richmond,59276,108475.0,5.3,9.9,48.8,0.77,1.3,6.0,58,6022826,84,4.3,30,2231,19.9,1329552
2018-04,Richmond,59220,107587.0,5.4,8.8,49.2,0.59,1.4,5.9,82,8495302,80,4.6,25,2200,19.9,1284277
2018-05,Richmond,59261,107650.0,5.6,8.7,48.8,0.72,1.7,6.1,87,8975125,101,3.9,24,2233,19.7,1295029
2018-06,Richmond,59165,108405.0,5.3,9.3,49.0,0.67,1.5,5.5,95,10026489,88,4.0,25,2124,19.9,1322772
2018-07,Richmond,59267,108936.0,5.8,8.9,49.0,0.61,1.4,5.4,91,9542302,87,4.1,41,2259,19.9,1327788
2018-08,Richmond,59290,109767.0,5.3,9.0,48.5,0.3,1.6,4.3,87,9126777,74,4.1,39,2224,19.8,1349712
2018-09,Richmond,59201,109466.0,4.9,9.5,48.8,0.66,1.5,4.4,74,7721743,88,3.8,41,2202,19.9,1337250
2018-10,Richmond,59229,109204.0,5.2,9.3,47.8,0.74,1.4,4.4,46,4878565,93,4.3,40,2211,19.7,1337298
2018-11,Richmond,59293,110591.0,5.3,8.6,48.8,0.62,1.1,4.6,43,4647962,75,3.2,31,2215,19.6,1350449
2018-12,Richmond,59380,109668.0,5.6,8.8,47.5,0.6,1.5,4.4,39,4114951,85,3.8,32,2547,19.6,1359509
2019-01,Richmond,59269,110101.0,4.9,8.8,48.4,0.45,1.4,5.4,50,5210584,94,3.6,33,2600,19.8,1358345
2019-02,Richmond,59310,109469.0,5.5,9.0,48.4,0.59,1.4,5.6,52,5470327,87,4.4,34,2589,19.9,1344495
2019-03,Richmond,59275,111131.0,4.8,9.1,48.3,0.54,1.8,5.7,63,6658201,93,4.1,35,2227,19.6,1374721
2019-04,Richmond,59218,111177.0,4.6,10.4,48.8,0.63,1.8,7.3,84,8964302,88,4.1,27,2157,19.7,1370473
2019-05,Richmond,59243,109193.0,5.4,9.1,48.6,0.56,2.1,6.7,83,8704790,80,3.8,23,2221,19.7,1372189
2019-06,Richmond,59297,112438.0,5.1,9.3,48.8,0.57,1.4,6.4,95,10154399,78,3.8,27,2195,19.7,1406341
2019-07,Richmond,59164,110125.0,5.5,9.4,48.3,0.51,1.3,4.9,93,9863627,81,3.8,31,2155,19.7,1394014
2019-08,Richmond,59291,111590.0,5.0,9.2,49.0,0.58,1.8,5.2,88,9340481,92,4.6,61,2176,19.8,1404926
2019-09,Richmond,59186,111476.0,5.7,8.0,49.3,0.73,1.4,4.5,67,7207450,96,3.7,63,2187,19.8,1397235
2019-10,Richmond,59338,112841.0,5.1,8.4,48.3,0.66,1.6,4.7,58,6269350,90,3.7,52,2255,19.8,1430082
2019-11,Richmond,59236,110959.0,5.3,9.2,48.2,0.59,1.3,4.8,42,4575422,102,4.1,24,2094,19.7,1390938
2019-12,Richmond,59322,112287.0,5.5,7.9,47.9,0.7,1.6,4.5,43,4727756,84,4.2,30,2762,19.6,1431640
2020-01,Richmond,59248,112927.0,5.1,9.0,48.9,0.92,1.7,3.7,42,4426124,68,4.1,33,2575,19.9,1441252
2020-02,Richmond,59218,112408.0,5.8,9.4,48.5,0.59,1.5,4.2,43,4770981,88,4.3,29,2601,19.8,1417210
2020-03,Richmond,59369,111492.0,9.0,8.8,49.1,0.61,1.3,5.4,70,7456054,93,4.9,40,2169,20.0,1428545
2020-04,Richmond,59281,111224.0,9.3,8.6,48.9,0.72,1.1,4.9,86,9063947,94,4.3,31,2187,19.7,1413470
2020-05,Richmond,59292,113119.0,9.3,8.8,48.3,0.72,1.5,4.1,94,9996112,87,4.6,29,2215,19.7,1450113
2020-06,Richmond,59288,111735.0,9.4,9.0,48.5,0.72,1.6,5.2,89,9435780,87,3.8,34,2317,19.8,1442998
2020-07,Richmond,59263,112761.0,8.8,8.6,47.8,0.78,1.5,3.9,95,9993961,79,4.2,35,2225,19.8,1455269
2020-08,Richmond,59279,113867.0,9.0,9.0,48.0,0.62,1.4,4.9,81,8521184,85,4.3,80,2171,19.6,1480403
2020-09,Richmond,59191,113420.0,9.3,8.9,48.8,0.54,1.5,3.4,68,7266071,91,4.4,60,2220,19.6,1470428
2020-10,Richmond,59285,114771.0,9.1,8.6,48.2,0.67,1.7,3.1,59,6348083,85,4.1,66,2217,20.0,1482299
2020-11,Richmond,59288,113704.0,9.1,8.9,48.6,0.91,1.5,2.8,45,4600884,85,4.2,33,2249,19.7,1478939
2020-12,Richmond,59224,113291.0,9.4,8.3,48.3,0.51,1.6,4.6,34,3440653,85,4.2,31,2616,19.8,1482094
2021-01,Richmond,59316,112657.0,6.2,9.0,48.0,0.6,1.4,5.6,46,4831981,68,4.0,35,2625,19.7,1482837
2021-02,Richmond,59248,114295.0,6.4,9.3,49.7,0.51,1.8,5.9,49,5256452,87,3.8,29,2659,19.8,1503537
2021-03,Richmond,59280,114472.0,6.2,8.3,49.4,0.43,1.5,6.1,82,8686027,82,4.3,33,2248,20.0,1509043
2021-04,Richmond,59213,114916.0,6.4,9.9,47.8,0.55,1.6,7.2,81,8619842,94,4.3,34,2197,19.7,1497731
2021-05,Richmond,59308,115784.0,6.1,8.6,48.3,0.28,1.4,6.0,90,9636410,70,4.8,36,2162,19.8,1532352
2021-06,Richmond,59327,114736.0,6.7,8.6,47.8,0.5,1.8,7.5,89,9625624,82,4.4,22,2139,19.7,1518635
2021-07,Richmond,59236,116401.0,6.6,9.2,49.3,0.47,1.3,6.3,89,9720900,102,4.3,22,2153,19.9,1541632
2021-08,Richmond,59273,116696.0,6.5,9.0,48.4,0.4,1.7,5.3,81,8884390,85,3.9,43,2151,19.8,1563130
2021-09,Richmond,59230,116320.0,6.1,8.7,47.7,0.41,1.5,4.9,69,7343216,97,4.2,57,2198,19.7,1551537
2021-10,Richmond,59295,114574.0,6.2,8.7,48.6,0.55,1.4,4.2,51,5391487,83,4.4,39,2222,19.6,1523873
2021-11,Richmond,59255,118192.0,6.3,7.7,47.5,0.43,1.7,4.8,46,5134631,81,4.4,21,2154,19.6,1578639
2021-12,Richmond,59270,116820.0,6.4,8.4,48.4,0.28,1.8,4.9,38,4278482,74,3.8,24,2637,19.8,1573894
2022-01,Richmond,59402,114653.0,5.5,8.6,48.2,0.37,1.4,6.5,48,5153997,100,3.7,23,2537,19.7,1542556
2022-02,Richmond,59279,117249.0,4.9,9.2,48.6,0.5,1.2,6.3,49,5282859,92,4.2,25,2641,19.6,1590907
2022-03,Richmond,59265,118396.0,5.2,8.6,48.1,0.52,1.4,6.9,67,7118661,81,3.8,30,2140,19.9,1597213
2022-04,Richmond,59267,118130.0,5.6,8.8,48.1,0.25,1.4,6.4,83,9017896,93,4.0,29,2259,19.8,1597550
2022-05,Richmond,59247,117032.0,5.1,8.5,48.9,0.41,1.3,7.5,94,10059832,82,4.2,38,2144,19.9,1600753
2022-06,Richmond,59246,117586.0,5.0,8.7,48.5,0.5,1.8,5.8,87,9462872,89,4.2,28,2205,20.0,1601675
2022-07,Richmond,59260,117555.0,5.3,9.6,48.4,0.43,1.4,6.2,102,11140382,87,4.2,20,2237,19.8,1605198
2022-08,Richmond,59244,117870.0,5.2,9.3,48.3,0.64,1.6,4.4,82,8867487,64,4.6,65,2226,19.8,1594976
2022-09,Richmond,59256,119295.0,5.0,7.5,48.4,0.42,1.6,5.0,72,7920489,98,3.7,62,2231,19.7,1616865
2022-10,Richmond,59244,117984.0,5.6,8.5,48.1,0.37,1.8,4.5,54,5874575,99,3.9,74,2209,19.8,1642464
2022-11,Richmond,59229,118492.0,5.0,9.2,49.3,0.6,1.8,4.5,43,4530455,107,4.3,27,2265,19.7,1632098
2022-12,Richmond,59274,119678.0,5.3,8.0,48.5,0.53,1.5,5.4,36,3951569,80,4.4,30,2675,19.9,1654780
2023-01,Richmond,59297,118241.0,5.3,8.5,48.3,0.39,1.3,4.6,42,4602396,73,4.2,39,2692,20.0,1635606
2023-02,Richmond,59343,118716.0,5.1,7.4,49.1,0.58,1.4,6.0,51,5615516,98,3.6,32,2629,19.8,1646464
2023-03,Richmond,59276,119518.0,5.3,9.2,48.7,0.45,1.3,6.4,74,8125919,93,4.7,35,2205,19.7,1630727
2023-04,Richmond,59278,119496.0,5.5,8.6,48.3,0.25,1.3,7.0,92,10087079,90,4.4,25,2219,19.7,1668268
2023-05,Richmond,59294,120316.0,5.1,9.1,49.5,0.33,1.5,6.7,98,10739522,58,4.6,33,2114,19.7,1690241
2023-06,Richmond,59360,121158.0,5.3,8.7,48.4,0.54,1.4,5.8,103,11385197,100,3.9,29,2157,19.8,1675196
2023-07,Richmond,59264,118979.0,5.5,9.1,47.6,0.56,2.0,5.6,90,10136476,73,4.2,30,2267,19.8,1658116
2023-08,Richmond,59242,120276.0,5.0,8.7,48.2,0.28,1.8,4.8,77,8463789,87,3.6,59,2147,20.0,1690146
2023-09,Richmond,59270,120075.0,5.3,9.0,48.5,0.41,1.5,4.3,68,7273979,96,4.2,43,2295,19.8,1675406
2023-10,Richmond,59334,121415.0,5.5,8.5,48.7,0.4,1.6,3.5,54,6150424,79,4.0,48,2142,19.6,1705863
2023-11,Richmond,59299,121168.0,5.3,8.7,49.0,0.41,1.4,4.5,48,5449238,80,4.2,31,2151,19.8,1693739
2023-12,Richmond,59204,121785.0,5.2,8.8,48.5,0.33,1.5,4.4,49,5298129,84,3.8,32,2620,19.7,1729222
2024-01,Richmond,59295,122139.0,5.0,7.9,48.6,0.4,1.7,5.6,47,5057925,105,4.1,33,2599,19.8,1716398
2024-02,Richmond,59317,121471.0,5.3,9.0,47.9,0.36,1.6,7.2,55,6149562,85,4.7,21,2647,19.6,1698613
2024-03,Richmond,59310,122158.0,5.3,8.6,50.0,0.4,1.6,6.3,72,7973865,82,4.7,35,2208,19.6,1733311
2024-04,Richmond,59431,121993.0,5.7,9.3,48.6,0.35,1.0,7.1,80,8897339,74,4.1,30,2219,19.7,1750273
2024-05,Richmond,59267,120748.0,5.3,8.6,48.6,0.57,1.5,6.5,89,9905353,88,4.0,20,2272,19.7,1718223
2024-06,Richmond,59316,121432.0,4.9,7.5,48.9,0.37,2.1,5.7,94,10350769,89,4.0,33,2153,19.7,1719629
2024-07,Richmond,59187,122310.0,5.2,8.3,49.1,0.55,1.5,4.7,92,10166287,80,3.9,26,2178,19.7,1755876
2024-08,Richmond,59317,122124.0,5.7,8.1,47.7,0.47,1.4,5.2,72,8135718,93,3.7,32,2285,19.7,1746515
2024-09,Richmond,59187,122891.0,5.3,8.9,47.8,0.28,1.6,5.1,63,7129220,87,4.5,53,2071,19.8,1780232
2024-10,Richmond,59256,123055.0,5.3,7.1,49.3,0.34,1.6,4.4,63,7066822,84,3.9,66,2106,19.9,1764633
2024-11,Richmond,59364,123811.0,5.5,8.6,47.6,0.34,1.7,4.7,52,5859424,77,3.9,30,2088,20.0,1794745
2024-12,Richmond,59364,122271.0,5.7,9.7,47.8,0.51,1.5,4.3,44,4973317,80,4.5,21,2569,19.8,1771920
2025-01,Richmond,59268,124869.0,5.5,9.0,48.4,0.49,1.4,6.6,42,4932785,87,3.7,36,2646,19.9,1825371
2025-02,Richmond,59321,123676.0,5.6,8.5,48.8,0.21,1.6,5.9,65,7331784,89,4.3,25,2723,20.0,1803516
2025-03,Richmond,59385,123888.0,5.1,8.6,48.7,0.39,1.6,6.7,66,7440185,95,4.2,35,2143,19.8,1794386
2025-04,Richmond,59250,124036.0,5.1,8.3,48.4,0.51,1.5,5.9,91,10109912,86,4.3,30,2254,19.8,1803417
2025-05,Richmond,59416,125064.0,5.3,9.0,48.6,0.47,2.0,6.4,94,10589657,97,3.7,20,2176,19.6,1826501
2025-06,Richmond,59333,124189.0,4.9,8.6,48.9,0.26,1.7,6.6,104,11779665,108,4.0,30,2181,19.8,1837063
2025-07,Richmond,59241,124422.0,5.8,9.0,48.3,0.51,1.6,6.4,96,10874824,113,4.3,30,2235,19.8,1852715
2025-08,Richmond,59318,125221.0,5.1,9.1,48.9,0.38,1.6,4.3,87,9842387,103,3.9,35,2157,19.7,1857771
2025-09,Richmond,59388,126025.0,5.7,8.6,48.5,0.4,1.5,3.9,73,8245886,94,4.2,52,2161,19.8,1867483
2025-10,Richmond,59254,125997.0,5.4,8.1,48.2,0.45,1.3,4.7,53,6095208,110,3.9,63,2163,19.9,1850758
2025-11,Richmond,59336,125248.0,5.3,8.0,48.9,0.35,1.6,4.5,46,5195489,79,4.2,37,2163,19.9,1871147
2025-12,Richmond,59272,124872.0,5.4,8.2,49.4,0.43,1.4,4.5,48,5339801,87,4.4,27,2638,19.8,1861108
2018-01,Tenderloin,28485,44780.0,9.2,28.2,84.5,1.92,5.1,17.8,25,1722675,170,6.7,29,1536,5.2,521712
2018-02,Tenderloin,28464,45947.0,8.8,27.6,86.0,1.83,5.0,19.9,35,2597917,154,6.6,28,1515,5.2,550137
2018-03,Tenderloin,28449,43934.0,9.7,28.8,85.7,1.86,4.4,22.3,44,3091668,167,6.9,29,1381,5.3,518999
2018-04,Tenderloin,28424,46178.0,8.4,28.3,84.5,1.85,4.7,21.7,51,3617815,186,7.1,24,1395,5.2,559519
2018-05,Tenderloin,28456,44634.0,9.5,28.4,85.0,1.76,4.6,20.5,60,4219352,160,7.0,35,1315,5.2,559685
2018-06,Tenderloin,28486,45042.0,8.8,28.5,85.6,1.83,4.8,19.8,62,4247523,161,6.8,26,1321,5.1,550813
2018-07,Tenderloin,28450,44505.0,9.6,28.7,84.9,1.94,4.8,18.5,51,3785526,157,6.4,43,1332,5.2,519940
2018-08,Tenderloin,28531,44175.0,8.9,28.1,85.9,1.97,4.7,16.5,50,3618340,164,6.8,69,1345,5.2,546748
2018-09,Tenderloin,28458,44515.0,9.1,28.3,85.7,1.87,4.5,15.1,45,3270168,172,6.9,46,1286,5.1,551828
2018-10,Tenderloin,28535,45356.0,9.1,28.9,85.5,1.94,4.5,14.9,31,2139614,160,6.4,51,1249,5.3,567752
2018-11,Tenderloin,28366,46726.0,8.9,28.6,85.2,1.9,4.7,15.7,23,1748136,174,6.8,41,1286,5.3,573655
2018-12,Tenderloin,28526,45815.0,9.1,28.8,85.0,1.75,4.6,16.7,34,2489961,176,6.1,27,1570,5.2,565698
2019-01,Tenderloin,28500,45455.0,9.2,28.1,84.7,1.88,4.7,18.1,29,2116658,159,6.9,24,1547,5.5,551427
2019-02,Tenderloin,28399,46711.0,8.6,28.0,86.3,1.74,4.3,19.3,40,3046698,158,6.8,36,1667,5.2,555749
2019-03,Tenderloin,28426,45620.0,9.1,28.0,85.8,2.02,4.7,21.9,46,3355702,172,6.6,40,1244,5.1,565235
2019-04,Tenderloin,28490,47392.0,9.2,27.3,85.6,1.97,4.3,21.8,47,3397243,154,6.8,30,1254,5.3,575617
2019-05,Tenderloin,28485,45385.0,9.1,28.3,85.5,2.03,4.7,21.5,58,4234362,167,6.5,20,1335,5.2,559513
2019-06,Tenderloin,28405,47753.0,9.3,27.9,84.6,1.81,5.0,20.1,61,4557422,155,7.0,36,1291,5.1,571135
2019-07,Tenderloin,28396,45013.0,9.2,27.8,84.5,1.87,4.8,18.5,51,3684993,149,6.8,33,1269,5.1,559761
2019-08,Tenderloin,28359,46766.0,9.1,28.4,84.7,1.83,4.4,15.9,48,3621980,156,6.6,49,1249,5.2,593778
2019-09,Tenderloin,28412,47317.0,8.9,27.7,85.5,1.83,4.7,14.9,46,3150221,145,6.7,70,1269,5.2,599108
2019-10,Tenderloin,28508,44556.0,8.9,27.7,85.6,2.14,4.7,13.9,37,2806387,164,6.3,69,1353,5.1,566505
2019-11,Tenderloin,28524,47844.0,9.2,27.7,85.8,1.77,4.8,14.4,35,2561466,176,6.7,23,1391,5.4,614498
2019-12,Tenderloin,28437,46432.0,9.2,27.5,86.0,1.91,4.2,16.5,25,1822908,159,6.8,35,1594,5.2,588761
2020-01,Tenderloin,28476,46014.0,9.4,28.1,86.0,2.02,4.6,15.0,24,1821764,158,6.2,31,1448,5.0,583504
2020-02,Tenderloin,28480,46526.0,8.7,27.4,85.4,1.95,4.7,16.6,38,2709251,160,6.1,29,1638,5.3,607231
2020-03,Tenderloin,28462,48315.0,13.1,28.5,85.2,1.96,5.0,17.0,47,3614297,162,6.2,40,1294,5.2,628965
2020-04,Tenderloin,28448,46040.0,13.3,26.9,85.1,1.92,4.7,16.7,62,4537606,177,6.5,25,1330,5.2,577963
